record_id,employee_id,year,department,role,gender,age,years_at_company,salary_base_pln,bonus_pct,total_comp_pln,location,employment_type,performance_band,manager_flag,outlier_flag
1031-2021,1031,2021,Operations,Operations Manager,female,51,8,202649.03,0.1034,223598.15,Remote,full_time,high,1,0
1031-2022,1031,2022,Operations,Operations Manager,female,52,9,197589.96,0.1124,219806.38,Remote,full_time,high,1,0
1031-2023,1031,2023,Operations,Operations Manager,female,53,10,226970.99,0.0228,232150.05,Remote,full_time,high,1,0
1031-2024,1031,2024,Operations,Operations Manager,female,54,11,223349.89,0.1292,252204.92,Remote,full_time,high,1,0
1031-2025,1031,2025,Operations,Operations Manager,female,55,12,238188.71,0.0651,253704.91,Remote,full_time,high,1,0
1032-2019,1032,2019,Engineering,Lead Engineer,male,45,0,167822.57,0.0357,173813.99,Wroclaw,full_time,medium,1,0
1032-2020,1032,2020,Engineering,Lead Engineer,male,46,1,178820.34,0.0876,194483.37,Wroclaw,full_time,medium,1,0
1032-2021,1032,2021,Engineering,Lead Engineer,male,47,2,193393.65,0.1827,228721.97,Wroclaw,full_time,medium,1,0
1032-2022,1032,2022,Engineering,Lead Engineer,male,48,3,184949.03,0.068,197522.67,Wroclaw,full_time,medium,1,0
1032-2023,1032,2023,Engineering,Lead Engineer,male,49,4,205151.66,0.216,249467.43,Wroclaw,full_time,medium,1,0
1032-2024,1032,2024,Engineering,Lead Engineer,male,50,5,221088.9,0.0939,241844.66,Wroclaw,full_time,medium,1,0
1032-2025,1032,2025,Engineering,Lead Engineer,male,51,6,241714.87,0.1703,282877.46,Wroclaw,full_time,medium,1,0
1033-2016,1033,2016,Operations,Office Manager,female,38,4,126627.82,0.12,141817.52,Krakow,full_time,low,1,0
1033-2017,1033,2017,Operations,Office Manager,female,39,5,133419.05,0.0449,139405.97,Krakow,full_time,low,1,0
1033-2018,1033,2018,Operations,Office Manager,female,40,6,134864.76,0.0804,145704.83,Krakow,full_time,low,1,0
1033-2019,1033,2019,Operations,Office Manager,female,41,7,142363.52,0.067,151900.63,Krakow,full_time,low,1,0
1033-2020,1033,2020,Operations,Office Manager,female,42,8,143098.62,0.1084,158616.5,Krakow,full_time,low,1,0
1033-2021,1033,2021,Operations,Office Manager,female,43,9,156179.99,0.0776,168297.55,Krakow,full_time,low,1,0
1033-2022,1033,2022,Operations,Office Manager,female,44,10,159036.35,0.0893,173233.46,Krakow,full_time,low,1,0
1033-2023,1033,2023,Operations,Office Manager,female,45,11,175740.41,0.1143,195834.59,Krakow,full_time,low,1,0
1033-2024,1033,2024,Operations,Office Manager,female,46,12,201617.16,0.0648,214678.77,Krakow,full_time,low,1,0
1033-2025,1033,2025,Operations,Office Manager,female,47,13,200852.98,0.0547,211833.65,Krakow,full_time,low,1,0
1034-2022,1034,2022,Product,Product Manager,male,32,0,185436.17,0.106,205088.98,Wroclaw,full_time,medium,1,0
1034-2023,1034,2023,Product,Product Manager,male,33,1,165894.86,0.1002,182518.43,Wroclaw,full_time,medium,1,0
1034-2024,1034,2024,Product,Product Manager,male,34,2,171458.31,0.0411,178510.93,Wroclaw,full_time,medium,1,0
1034-2025,1034,2025,Product,Product Manager,male,35,3,195206.15,0.2204,238223.27,Wroclaw,full_time,medium,1,0
1035-2016,1035,2016,Marketing,Content Manager,male,44,2,138576.5,0.1454,158728.21,Krakow,full_time,high,1,0
1035-2017,1035,2017,Marketing,Content Manager,male,45,3,143485.8,0.1284,161908.2,Krakow,full_time,high,1,0
1035-2018,1035,2018,Marketing,Content Manager,male,46,4,163197.88,0.1338,185039.9,Krakow,full_time,high,1,0
1035-2019,1035,2019,Marketing,Content Manager,male,47,5,167992.93,0.0897,183070.26,Krakow,full_time,high,1,0
1035-2020,1035,2020,Marketing,Content Manager,male,48,6,168485.04,0.051,177071.31,Krakow,full_time,high,1,0
1035-2021,1035,2021,Marketing,Content Manager,male,49,7,186366.3,0.1218,209065.41,Krakow,full_time,high,1,0
1035-2022,1035,2022,Marketing,Content Manager,male,50,8,191482.0,0.0677,204443.56,Krakow,full_time,high,1,0
1035-2023,1035,2023,Marketing,Content Manager,male,51,9,166177.83,0.0753,178696.99,Krakow,full_time,high,1,0
1035-2024,1035,2024,Marketing,Content Manager,male,52,10,228864.62,0.0665,244091.27,Krakow,full_time,high,1,0
1035-2025,1035,2025,Marketing,Content Manager,male,53,11,237069.16,0.0857,257385.21,Krakow,full_time,high,1,0
1036-2018,1036,2018,HR,HR Manager,male,45,0,150173.29,0.0919,163977.93,Remote,full_time,high,1,0
1036-2019,1036,2019,HR,HR Manager,male,46,1,143477.68,0.119,160552.72,Remote,full_time,high,1,0
1036-2020,1036,2020,HR,HR Manager,male,47,2,153398.93,0.0276,157634.37,Remote,full_time,high,1,0
1036-2021,1036,2021,HR,HR Manager,male,48,3,159814.18,0.0815,172839.07,Remote,full_time,high,1,0
1036-2022,1036,2022,HR,HR Manager,male,49,4,199877.14,0.0315,206170.54,Remote,full_time,high,1,0
1036-2023,1036,2023,HR,HR Manager,male,50,5,192969.76,0.144,220765.94,Remote,full_time,high,1,0
1036-2024,1036,2024,HR,HR Manager,male,51,6,208356.44,0.1116,231614.67,Remote,full_time,high,1,0
1036-2025,1036,2025,HR,HR Manager,male,52,7,216393.66,0.0509,227400.18,Remote,full_time,high,1,0
1037-2017,1037,2017,HR,Recruiter,male,41,0,69557.16,0.0401,72345.04,Remote,full_time,medium,0,0
1037-2018,1037,2018,HR,Recruiter,male,42,1,74686.34,0.0534,78674.49,Remote,full_time,medium,0,0
1037-2019,1037,2019,HR,Recruiter,male,43,2,83706.37,0.0416,87191.85,Remote,full_time,medium,0,0
1037-2020,1037,2020,HR,Recruiter,male,44,3,82423.56,0.0922,90023.61,Remote,full_time,medium,0,0
1037-2021,1037,2021,HR,Recruiter,male,45,4,84394.51,0.0866,91701.29,Remote,full_time,medium,0,0
1037-2022,1037,2022,HR,Recruiter,male,46,5,85793.58,0.0156,87130.6,Remote,full_time,medium,0,0
1037-2023,1037,2023,HR,Recruiter,male,47,6,110980.19,0.0555,117135.5,Remote,full_time,medium,0,0
1037-2024,1037,2024,HR,Recruiter,male,48,7,113406.5,0.1161,126572.66,Remote,full_time,medium,0,0
1037-2025,1037,2025,HR,Recruiter,male,49,8,114304.79,0.0623,121429.06,Remote,full_time,medium,0,0
1038-2016,1038,2016,Finance,Controller,female,31,6,112814.53,0.0537,118869.22,Remote,b2b,medium,0,0
1038-2017,1038,2017,Finance,Controller,female,32,7,122184.49,0.0141,123909.89,Remote,b2b,medium,0,0
1038-2018,1038,2018,Finance,Controller,female,33,8,124350.78,0.1188,139123.77,Remote,b2b,medium,0,0
1038-2019,1038,2019,Finance,Controller,female,34,9,140809.94,0.04,146444.04,Remote,b2b,medium,0,0
1038-2020,1038,2020,Finance,Controller,female,35,10,142922.72,0.0305,147279.27,Remote,b2b,medium,0,0
1038-2021,1038,2021,Finance,Controller,female,36,11,154279.18,0.0772,166190.3,Remote,b2b,medium,0,0
1038-2022,1038,2022,Finance,Controller,female,37,12,181021.41,0.0836,196158.08,Remote,b2b,medium,0,0
1038-2023,1038,2023,Finance,Controller,female,38,13,94953.38,0.0591,100569.0,Remote,b2b,medium,0,1
1038-2024,1038,2024,Finance,Controller,female,39,14,185288.03,0.0819,200464.08,Remote,b2b,medium,0,0
1038-2025,1038,2025,Finance,Controller,female,40,15,182397.91,0.0855,197987.12,Remote,b2b,medium,0,0
1039-2019,1039,2019,HR,HR Specialist,male,40,0,82469.81,0.0872,89662.29,Poznan,full_time,medium,0,0
1039-2020,1039,2020,HR,HR Specialist,male,41,1,88974.87,0.034,92002.27,Poznan,full_time,medium,0,0
1039-2021,1039,2021,HR,HR Specialist,male,42,2,95688.94,0.0678,102177.19,Poznan,full_time,medium,0,0
1039-2022,1039,2022,HR,HR Specialist,male,43,3,104165.48,0.0168,105914.77,Poznan,full_time,medium,0,0
1039-2023,1039,2023,HR,HR Specialist,male,44,4,116070.92,0.0281,119332.4,Poznan,full_time,medium,0,0
1039-2024,1039,2024,HR,HR Specialist,male,45,5,117387.54,0.0741,126091.39,Poznan,full_time,medium,0,0
1039-2025,1039,2025,HR,HR Specialist,male,46,6,124150.21,0.0245,127193.61,Poznan,full_time,medium,0,0
1040-2017,1040,2017,Customer Success,Implementation Consultant,male,51,0,80456.49,0.0695,86050.47,Remote,full_time,medium,0,0
1040-2018,1040,2018,Customer Success,Implementation Consultant,male,52,1,89185.51,0.0135,90388.7,Remote,full_time,medium,0,0
1040-2019,1040,2019,Customer Success,Implementation Consultant,male,53,2,89488.58,0.0902,97562.4,Remote,full_time,medium,0,0
1040-2020,1040,2020,Customer Success,Implementation Consultant,male,54,3,101313.16,0.1057,112017.73,Remote,full_time,medium,0,0
1040-2021,1040,2021,Customer Success,Implementation Consultant,male,55,4,107002.32,0.1062,118366.07,Remote,full_time,medium,0,0
1040-2022,1040,2022,Customer Success,Implementation Consultant,male,56,5,110039.84,0.0691,117643.42,Remote,full_time,medium,0,0
1040-2023,1040,2023,Customer Success,Implementation Consultant,male,57,6,108542.57,0.0932,118656.53,Remote,full_time,medium,0,0
1040-2024,1040,2024,Customer Success,Implementation Consultant,male,58,7,119724.67,0.0517,125916.88,Remote,full_time,medium,0,0
1040-2025,1040,2025,Customer Success,Implementation Consultant,male,59,8,116816.77,0.1131,130030.51,Remote,full_time,medium,0,0
1041-2016,1041,2016,Sales,Sales Representative,male,56,8,109674.09,0.1266,123555.73,Krakow,full_time,low,0,0
1041-2017,1041,2017,Sales,Sales Representative,male,57,9,113863.5,0.0936,124525.44,Krakow,full_time,low,0,0
1041-2018,1041,2018,Sales,Sales Representative,male,58,10,128946.12,0.21,156030.5,Krakow,full_time,low,0,0
1041-2019,1041,2019,Sales,Sales Representative,male,59,11,112456.52,0.0961,123264.73,Krakow,full_time,low,0,0
1041-2020,1041,2020,Sales,Sales Representative,male,60,12,120955.75,0.1793,142646.14,Krakow,full_time,low,0,0
1041-2021,1041,2021,Sales,Sales Representative,male,61,13,144194.15,0.2029,173447.83,Krakow,full_time,low,0,0
1041-2022,1041,2022,Sales,Sales Representative,male,62,14,143249.14,0.1483,164499.32,Krakow,full_time,low,0,0
1041-2023,1041,2023,Sales,Sales Representative,male,63,15,151506.34,0.2312,186541.13,Krakow,full_time,low,0,0
1041-2024,1041,2024,Sales,Sales Representative,male,64,16,157362.73,0.0861,170911.51,Krakow,full_time,low,0,0
1041-2025,1041,2025,Sales,Sales Representative,male,65,17,171018.77,0.1894,203411.21,Krakow,full_time,low,0,0
1042-2016,1042,2016,Finance,Financial Analyst,female,30,6,118210.2,0.0333,122146.46,Krakow,b2b,medium,0,0
1042-2017,1042,2017,Finance,Financial Analyst,female,31,7,118710.67,0.0367,123065.6,Krakow,b2b,medium,0,0
1042-2018,1042,2018,Finance,Financial Analyst,female,32,8,134214.84,0.0411,139735.97,Krakow,b2b,medium,0,0
1042-2019,1042,2019,Finance,Financial Analyst,female,33,9,137048.52,0.0647,145915.63,Krakow,b2b,medium,0,0
1042-2020,1042,2020,Finance,Financial Analyst,female,34,10,142280.06,0.0323,146881.97,Krakow,b2b,medium,0,0
1042-2021,1042,2021,Finance,Financial Analyst,female,35,11,146125.55,0.0387,151778.44,Krakow,b2b,medium,0,0
1042-2022,1042,2022,Finance,Financial Analyst,female,36,12,180229.66,0.0353,186592.14,Krakow,b2b,medium,0,0
1042-2023,1042,2023,Finance,Financial Analyst,female,37,13,184981.41,0.0383,192067.29,Krakow,b2b,medium,0,0
1042-2024,1042,2024,Finance,Financial Analyst,female,38,14,192135.87,0.0906,209544.33,Krakow,b2b,medium,0,0
1042-2025,1042,2025,Finance,Financial Analyst,female,39,15,164977.88,0.0696,176466.13,Krakow,b2b,medium,0,0
1043-2016,1043,2016,Engineering,Software Engineer,male,33,7,131960.02,0.1703,154432.85,Warsaw,full_time,low,0,0
1043-2017,1043,2017,Engineering,Software Engineer,male,34,8,86447.65,0.0326,89266.46,Warsaw,full_time,low,0,1
1043-2018,1043,2018,Engineering,Software Engineer,male,35,9,149895.75,0.1835,177405.96,Warsaw,full_time,low,0,0
1043-2019,1043,2019,Engineering,Software Engineer,male,36,10,162306.26,0.0628,172492.18,Warsaw,full_time,low,0,0
1043-2020,1043,2020,Engineering,Software Engineer,male,37,11,153568.73,0.0474,160845.46,Warsaw,full_time,low,0,0
1043-2021,1043,2021,Engineering,Software Engineer,male,38,12,181607.58,0.1805,214385.78,Warsaw,full_time,low,0,0
1043-2022,1043,2022,Engineering,Software Engineer,male,39,13,180263.95,0.1192,201744.42,Warsaw,full_time,low,0,0
1043-2023,1043,2023,Engineering,Software Engineer,male,40,14,321873.53,0.14,366925.79,Warsaw,full_time,low,0,1
1043-2024,1043,2024,Engineering,Software Engineer,male,41,15,197017.29,0.2269,241711.47,Warsaw,full_time,low,0,0
1043-2025,1043,2025,Engineering,Software Engineer,male,42,16,190590.21,0.1346,216245.56,Warsaw,full_time,low,0,0
1044-2016,1044,2016,Engineering,Senior Software Engineer,male,46,7,152757.94,0.1541,176293.48,Krakow,full_time,low,0,0
1044-2017,1044,2017,Engineering,Senior Software Engineer,male,47,8,155197.63,0.1962,185652.69,Krakow,full_time,low,0,0
1044-2018,1044,2018,Engineering,Senior Software Engineer,male,48,9,159916.57,0.1061,176881.97,Krakow,full_time,low,0,0
1044-2019,1044,2019,Engineering,Senior Software Engineer,male,49,10,163260.59,0.2401,202454.37,Krakow,full_time,low,0,0
1044-2020,1044,2020,Engineering,Senior Software Engineer,male,50,11,183788.34,0.1291,207519.28,Krakow,full_time,low,0,0
1044-2021,1044,2021,Engineering,Senior Software Engineer,male,51,12,179219.1,0.1753,210644.78,Krakow,full_time,low,0,0
1044-2022,1044,2022,Engineering,Senior Software Engineer,male,52,13,188077.29,0.089,204807.49,Krakow,full_time,low,0,0
1044-2023,1044,2023,Engineering,Senior Software Engineer,male,53,14,209917.17,0.0534,221135.4,Krakow,full_time,low,0,0
1044-2024,1044,2024,Engineering,Senior Software Engineer,male,54,15,213185.15,0.0492,223675.01,Krakow,full_time,low,0,0
1044-2025,1044,2025,Engineering,Senior Software Engineer,male,55,16,215213.83,0.1079,238427.04,Krakow,full_time,low,0,0
1045-2020,1045,2020,Sales,Sales Operations Analyst,male,42,0,125052.66,0.1808,147658.37,Warsaw,full_time,medium,0,0
1046-2023,1046,2023,Marketing,Digital Marketing Manager,female,39,0,150898.04,0.0788,162781.82,Krakow,full_time,medium,1,0
1046-2024,1046,2024,Marketing,Digital Marketing Manager,female,40,1,91274.15,0.1026,100636.82,Krakow,full_time,medium,1,1
1046-2025,1046,2025,Marketing,Digital Marketing Manager,female,41,2,181444.52,0.1045,200413.81,Krakow,full_time,medium,1,0
1047-2023,1047,2023,Marketing,Content Manager,female,34,0,179679.97,0.1248,202098.28,Gdansk,full_time,high,1,0
1047-2024,1047,2024,Marketing,Content Manager,female,35,1,180342.48,0.118,201631.45,Gdansk,full_time,high,1,0
1047-2025,1047,2025,Marketing,Content Manager,female,36,2,209838.35,0.1078,232451.55,Gdansk,full_time,high,1,0
1048-2016,1048,2016,Customer Success,Implementation Consultant,female,42,1,77569.67,0.1112,86198.77,Gdansk,full_time,medium,0,0
1048-2017,1048,2017,Customer Success,Implementation Consultant,female,43,2,82020.0,0.0994,90168.9,Gdansk,full_time,medium,0,0
1048-2018,1048,2018,Customer Success,Implementation Consultant,female,44,3,88548.74,0.0491,92892.14,Gdansk,full_time,medium,0,0
1048-2019,1048,2019,Customer Success,Implementation Consultant,female,45,4,96917.38,0.1163,108193.64,Gdansk,full_time,medium,0,0
1048-2020,1048,2020,Customer Success,Implementation Consultant,female,46,5,199046.52,0.0662,212218.3,Gdansk,full_time,medium,0,1
1048-2021,1048,2021,Customer Success,Implementation Consultant,female,47,6,108151.55,0.0609,114741.98,Gdansk,full_time,medium,0,0
1048-2022,1048,2022,Customer Success,Implementation Consultant,female,48,7,117310.2,0.0215,119832.42,Gdansk,full_time,medium,0,0
1048-2023,1048,2023,Customer Success,Implementation Consultant,female,49,8,125767.62,0.0483,131844.22,Gdansk,full_time,medium,0,0
1048-2024,1048,2024,Customer Success,Implementation Consultant,female,50,9,118642.67,0.0582,125547.47,Gdansk,full_time,medium,0,0
1048-2025,1048,2025,Customer Success,Implementation Consultant,female,51,10,132883.59,0.0125,134542.55,Gdansk,full_time,medium,0,0
1049-2016,1049,2016,Operations,Operations Specialist,male,33,1,85373.0,0.0303,87958.92,Poznan,full_time,medium,0,0
1049-2017,1049,2017,Operations,Operations Specialist,male,34,2,92281.41,0.1071,102168.5,Poznan,full_time,medium,0,0
1049-2018,1049,2018,Operations,Operations Specialist,male,35,3,97243.98,0.0326,100417.66,Poznan,full_time,medium,0,0
1049-2019,1049,2019,Operations,Operations Specialist,male,36,4,107478.57,0.0979,118005.59,Poznan,full_time,medium,0,0
1049-2020,1049,2020,Operations,Operations Specialist,male,37,5,104626.25,0.0389,108691.91,Poznan,full_time,medium,0,0
1049-2021,1049,2021,Operations,Operations Specialist,male,38,6,120334.52,0.0528,126682.2,Poznan,full_time,medium,0,0
1049-2022,1049,2022,Operations,Operations Specialist,male,39,7,122006.17,0.0779,131511.66,Poznan,full_time,medium,0,0
1050-2018,1050,2018,HR,Compensation Analyst,male,30,0,84346.0,0.0732,90522.55,Warsaw,full_time,medium,0,0
1050-2019,1050,2019,HR,Compensation Analyst,male,31,1,89177.75,0.081,96399.24,Warsaw,full_time,medium,0,0
1050-2020,1050,2020,HR,Compensation Analyst,male,32,2,97652.14,0.0446,102007.8,Warsaw,full_time,medium,0,0
1050-2021,1050,2021,HR,Compensation Analyst,male,33,3,106521.29,0.0633,113264.83,Warsaw,full_time,medium,0,0
1050-2022,1050,2022,HR,Compensation Analyst,male,34,4,114684.87,0.0644,122075.93,Warsaw,full_time,medium,0,0
1050-2023,1050,2023,HR,Compensation Analyst,male,35,5,120131.18,0.0284,123542.65,Warsaw,full_time,medium,0,0
1050-2024,1050,2024,HR,Compensation Analyst,male,36,6,110973.38,0.0402,115438.26,Warsaw,full_time,medium,0,0
1050-2025,1050,2025,HR,Compensation Analyst,male,37,7,124714.23,0.095,136559.62,Warsaw,full_time,medium,0,0
1051-2016,1051,2016,Product,UX Designer,male,29,0,98000.0,0.1738,115033.16,Poznan,full_time,medium,0,0
1051-2017,1051,2017,Product,UX Designer,male,30,1,102697.0,0.1067,113653.43,Poznan,full_time,medium,0,0
1051-2018,1051,2018,Product,UX Designer,male,31,2,108200.41,0.2086,130772.7,Poznan,full_time,medium,0,0
1051-2019,1051,2019,Product,UX Designer,male,32,3,118554.26,0.1864,140648.73,Poznan,full_time,medium,0,0
1051-2020,1051,2020,Product,UX Designer,male,33,4,123210.36,0.209,148958.44,Poznan,full_time,medium,0,0
1051-2021,1051,2021,Product,UX Designer,male,34,5,123626.21,0.1485,141988.29,Poznan,full_time,medium,0,0
1051-2022,1051,2022,Product,UX Designer,male,35,6,147033.47,0.2395,182252.01,Poznan,full_time,medium,0,0
1051-2023,1051,2023,Product,UX Designer,male,36,7,160010.52,0.2418,198702.64,Poznan,full_time,medium,0,0
1051-2024,1051,2024,Product,UX Designer,male,37,8,153800.21,0.1743,180607.15,Poznan,full_time,medium,0,0
1051-2025,1051,2025,Product,UX Designer,male,38,9,180015.2,0.2123,218226.3,Poznan,full_time,medium,0,0
1052-2021,1052,2021,Customer Success,Implementation Consultant,female,39,0,90635.72,0.074,97344.13,Wroclaw,full_time,low,0,0
1052-2022,1052,2022,Customer Success,Implementation Consultant,female,40,1,98164.86,0.0494,103014.64,Wroclaw,full_time,low,0,0
1052-2023,1052,2023,Customer Success,Implementation Consultant,female,41,2,100619.09,0.0455,105198.78,Wroclaw,full_time,low,0,0
1052-2024,1052,2024,Customer Success,Implementation Consultant,female,42,3,96290.13,0.0851,104482.57,Wroclaw,full_time,low,0,0
1052-2025,1052,2025,Customer Success,Implementation Consultant,female,43,4,91767.76,0.0274,94280.19,Wroclaw,full_time,low,0,0
1053-2016,1053,2016,Product,Product Manager,non_binary,51,2,169927.21,0.286,218534.05,Remote,full_time,high,1,0
1053-2017,1053,2017,Product,Product Manager,non_binary,52,3,179328.43,0.0626,190550.76,Remote,full_time,high,1,0
1053-2018,1053,2018,Product,Product Manager,non_binary,53,4,175800.59,0.0401,182842.09,Remote,full_time,high,1,0
1053-2019,1053,2019,Product,Product Manager,non_binary,54,5,192489.37,0.1005,211826.93,Remote,full_time,high,1,0
1053-2020,1053,2020,Product,Product Manager,non_binary,55,6,197761.23,0.2502,247241.41,Remote,full_time,high,1,0
1053-2021,1053,2021,Product,Product Manager,non_binary,56,7,243770.72,0.2053,293826.06,Remote,full_time,high,1,0
